date,item_name,category_name,quantity_sold_kg,unit_selling_price_rmb/kg
2021-01-10,caidian quinoa artemisia,flower,0.275,25.8
2021-01-10,fresh black fungus,mushroom,0.2571428571428572,14.0
2021-01-10,haixian mushroom,mushroom,0.3,16.0
2021-01-10,jigu mushroom,mushroom,0.21666666666666667,16.0
2021-01-10,the red bell pepper,capsicum,0.3,16.0
2021-01-10,tremella,mushroom,1.0,5.9
2021-01-11,7 colour pepper,capsicum,0.25,19.8
2021-01-11,bell pepper,capsicum,0.3,16.0
2021-01-11,haixian mushroom,mushroom,0.30000000000000004,16.0
2021-01-11,jigu mushroom,mushroom,0.2,16.0
2021-01-11,the red bell pepper,capsicum,0.4,16.0
2021-01-12,7 colour pepper,capsicum,0.325,19.8
2021-01-12,fresh black fungus,mushroom,0.2,14.0
2021-01-12,haixian mushroom,mushroom,0.17500000000000002,16.0
2021-01-12,jigu mushroom,mushroom,0.225,16.0
2021-01-12,tremella,mushroom,1.0,5.9
2021-01-13,7 colour pepper,capsicum,0.35,19.8
2021-01-13,bell pepper,capsicum,0.4,16.0
2021-01-13,fresh black fungus,mushroom,0.25,14.0
2021-01-13,haixian mushroom,mushroom,0.3,16.0
2021-01-13,jigu mushroom,mushroom,0.25,16.0
2021-01-13,the red bell pepper,capsicum,0.42000000000000004,16.0
2021-01-14,7 colour pepper,capsicum,0.3,19.8
2021-01-14,bell pepper,capsicum,0.23333333333333336,16.0
2021-01-14,fresh black fungus,mushroom,0.3,14.0
2021-01-14,haixian mushroom,mushroom,0.2,16.0
2021-01-14,jigu mushroom,mushroom,0.19999999999999998,16.0
2021-01-14,the red bell pepper,capsicum,0.4,16.0
2021-01-15,7 colour pepper,capsicum,0.35,19.8
2021-01-15,fresh black fungus,mushroom,0.26666666666666666,14.0
2021-01-15,haixian mushroom,mushroom,0.15000000000000002,16.0
2021-01-15,jigu mushroom,mushroom,0.2,16.0
2021-01-15,the red bell pepper,capsicum,0.4,16.0
2021-01-15,tremella,mushroom,1.0,5.9
2021-01-16,7 colour pepper,capsicum,0.45,16.0
2021-01-16,bell pepper,capsicum,0.4,16.0
2021-01-16,fresh black fungus,mushroom,0.2,14.0
2021-01-16,haixian mushroom,mushroom,0.24,16.0
2021-01-16,jigu mushroom,mushroom,0.26,16.0
2021-01-16,the red bell pepper,capsicum,0.3666666666666667,18.0
2021-01-16,tremella,mushroom,1.0,5.9
2021-01-17,7 colour pepper,capsicum,0.36,16.0
2021-01-17,bell pepper,capsicum,0.3666666666666667,16.0
2021-01-17,fresh black fungus,mushroom,0.26666666666666666,14.0
2021-01-17,haixian mushroom,mushroom,0.225,16.0
2021-01-17,jigu mushroom,mushroom,0.3,16.0
2021-01-17,purple cabbage,cabbage,0.7,19.8
2021-01-17,the red bell pepper,capsicum,0.3666666666666667,18.0
2021-01-17,tremella,mushroom,1.0,5.9
2021-01-18,7 colour pepper,capsicum,0.4,16.0
2021-01-18,bell pepper,capsicum,0.375,16.0
2021-01-18,caidian quinoa artemisia,flower,0.2714285714285714,29.8
2021-01-18,fresh black fungus,mushroom,0.3,14.0
2021-01-18,haixian mushroom,mushroom,0.20000000000000004,16.0
2021-01-18,the red bell pepper,capsicum,0.41428571428571426,18.0
2021-01-19,7 colour pepper,capsicum,0.4000000000000001,18.0
2021-01-19,fresh black fungus,mushroom,0.2,14.0
2021-01-19,haixian mushroom,mushroom,0.2,16.0
2021-01-19,jigu mushroom,mushroom,0.2,16.0
2021-01-19,purple cabbage,cabbage,0.6499999999999999,12.0
2021-01-19,the red bell pepper,capsicum,0.39999999999999997,18.0
2021-01-20,7 colour pepper,capsicum,0.35000000000000003,18.0
2021-01-20,fresh black fungus,mushroom,0.225,14.0
2021-01-20,haixian mushroom,mushroom,0.3,16.0
2021-01-20,jigu mushroom,mushroom,0.25,16.0
2021-01-20,purple cabbage,cabbage,0.45,12.0
2021-01-20,the red bell pepper,capsicum,0.33999999999999997,18.0
2021-01-21,7 colour pepper,capsicum,0.325,18.0
2021-01-21,bell pepper,capsicum,0.4,16.0
2021-01-21,fresh black fungus,mushroom,0.24,14.0
2021-01-21,haixian mushroom,mushroom,0.3,16.0
2021-01-21,jigu mushroom,mushroom,0.1,16.0
2021-01-21,purple cabbage,cabbage,0.5,12.0
2021-01-21,the red bell pepper,capsicum,0.425,18.0
2021-01-21,tremella,mushroom,1.0,5.9
2021-01-22,caidian quinoa artemisia,flower,0.225,19.8
2021-01-22,haixian mushroom,mushroom,0.325,16.0
2021-01-22,jigu mushroom,mushroom,0.27999999999999997,16.0
2021-01-22,pepper mix,capsicum,1.0,13.9
2021-01-23,caidian quinoa artemisia,flower,0.3,19.8
2021-01-23,fresh black fungus,mushroom,0.3,14.0
2021-01-23,haixian mushroom,mushroom,0.325,16.0
2021-01-23,jigu mushroom,mushroom,0.2333333333333333,16.0
2021-01-23,pepper mix,capsicum,1.0,13.9
2021-01-23,purple cabbage,cabbage,0.5333333333333333,12.0
2021-01-23,suizhou bubble green,flower,0.3782608695652174,8.0
2021-01-23,tremella,mushroom,1.0,5.9
2021-01-24,fresh black fungus,mushroom,0.2571428571428572,14.0
2021-01-24,haixian mushroom,mushroom,0.2,16.0
2021-01-24,jigu mushroom,mushroom,0.25,16.0
2021-01-24,pepper mix,capsicum,1.0,13.9
2021-01-24,purple cabbage,cabbage,0.75,12.0
2021-01-24,suizhou bubble green,flower,0.41111111111111115,8.0
2021-01-25,fresh black fungus,mushroom,0.2,14.0
2021-01-25,haixian mushroom,mushroom,0.25,16.0
2021-01-25,jigu mushroom,mushroom,0.2,16.0
2021-01-25,pepper mix,capsicum,1.0,13.9
2021-01-26,fresh black fungus,mushroom,0.2,14.0
2021-01-26,jigu mushroom,mushroom,0.3,16.0
2021-01-26,pepper mix,capsicum,1.0,13.9
2021-01-26,purple cabbage,cabbage,0.6,12.0
2021-01-26,suizhou bubble green,flower,0.4111111111111111,8.0
2021-01-26,tremella,mushroom,1.0,5.9
2021-01-27,fresh black fungus,mushroom,0.25,14.0
2021-01-27,haixian mushroom,mushroom,0.225,16.0
2021-01-27,pepper mix,capsicum,1.0,13.9
2021-01-27,purple cabbage,cabbage,0.7,12.0
2021-01-27,suizhou bubble green,flower,0.35454545454545455,8.0
2021-01-27,tremella,mushroom,1.0,5.9
2021-01-28,fresh black fungus,mushroom,0.275,14.0
2021-01-28,haixian mushroom,mushroom,0.1,16.0
2021-01-28,jigu mushroom,mushroom,0.2,16.0
2021-01-28,pepper mix,capsicum,1.0,13.9
2021-01-28,suizhou bubble green,flower,0.3076923076923077,8.0
2021-01-29,fresh black fungus,mushroom,0.3,14.0
2021-01-29,haixian mushroom,mushroom,0.20000000000000004,16.0
2021-01-29,jigu mushroom,mushroom,0.2333333333333333,16.0
2021-01-29,pepper mix,capsicum,1.0,13.9
2021-01-29,purple cabbage,cabbage,0.3,12.0
2021-01-29,suizhou bubble green,flower,0.35454545454545455,8.0
2021-01-30,7 colour pepper,capsicum,0.2,19.8
2021-01-30,fresh black fungus,mushroom,0.25,14.0
2021-01-30,green hangzhou pepper,capsicum,0.17500000000000002,23.8
2021-01-30,haixian mushroom,mushroom,0.43333333333333335,16.0
2021-01-30,jigu mushroom,mushroom,0.2285714285714286,16.0
2021-01-30,pepper mix,capsicum,1.0,13.9
2021-01-30,suizhou bubble green,flower,0.41428571428571426,6.0
2021-01-30,the red bell pepper,capsicum,0.2,23.8
2021-01-30,tremella,mushroom,1.0,5.9
2021-01-31,fresh black fungus,mushroom,0.2333333333333333,14.0
2021-01-31,green hangzhou pepper,capsicum,0.22000000000000003,23.8
2021-01-31,haixian mushroom,mushroom,0.15000000000000002,14.0
2021-01-31,jigu mushroom,mushroom,0.43333333333333335,16.0
2021-01-31,pepper mix,capsicum,1.0,13.9
2021-01-31,radish leaves,flower,0.46875,3.0
2021-01-31,suizhou bubble green,flower,0.5066666666666666,8.0
2021-02-01,fresh black fungus,mushroom,0.25,14.0
2021-02-01,green hangzhou pepper,capsicum,0.20000000000000004,18.0
2021-02-01,haixian mushroom,mushroom,0.2333333333333333,14.0
2021-02-01,jigu mushroom,mushroom,0.3,16.0
2021-02-01,pepper mix,capsicum,1.0,13.9
2021-02-02,fresh black fungus,mushroom,0.3,14.0
2021-02-02,green hangzhou pepper,capsicum,0.25,18.0
2021-02-02,haixian mushroom,mushroom,0.23333333333333336,14.0
2021-02-02,jigu mushroom,mushroom,0.2333333333333333,16.0
2021-02-02,pepper mix,capsicum,1.0,13.9
2021-02-02,radish leaves,flower,0.4,8.0
2021-02-02,suizhou bubble green,flower,0.1875,8.0
2021-02-03,bell pepper,capsicum,0.4,19.8
2021-02-03,caidian quinoa artemisia,flower,0.3,16.0
2021-02-03,fresh black fungus,mushroom,0.35,14.0
2021-02-03,green hangzhou pepper,capsicum,0.21666666666666667,18.0
2021-02-03,haixian mushroom,mushroom,0.2,14.0
2021-02-03,jigu mushroom,mushroom,0.2,16.0
2021-02-03,pepper mix,capsicum,1.0,13.9
2021-02-03,suizhou bubble green,flower,0.1,8.0
2021-02-04,green hangzhou pepper,capsicum,0.2,23.8
2021-02-04,haixian mushroom,mushroom,0.3,14.0
2021-02-04,jigu mushroom,mushroom,0.24000000000000005,16.0
2021-02-04,pepper mix,capsicum,1.0,13.9
2021-02-04,suizhou bubble green,flower,0.8,8.0
2021-02-05,caidian quinoa artemisia,flower,0.2608695652173913,16.0
2021-02-05,fresh black fungus,mushroom,0.31,14.0
2021-02-05,hua eggplant,solanum,0.75,10.0
2021-02-05,jigu mushroom,mushroom,0.35,16.0
2021-02-05,pepper mix,capsicum,1.0,13.9
2021-02-05,siguajian,flower,0.39999999999999997,10.0
2021-02-05,suizhou bubble green,flower,0.4642857142857143,8.0
2021-02-06,caidian quinoa artemisia,flower,0.3142857142857143,16.0
2021-02-06,fresh black fungus,mushroom,0.25,14.0
2021-02-06,haixian mushroom,mushroom,0.30000000000000004,14.0
2021-02-06,hua eggplant,solanum,0.5727272727272728,10.0
2021-02-06,jigu mushroom,mushroom,0.2,16.0
2021-02-06,pepper mix,capsicum,1.0,13.9
2021-02-06,radish leaves,flower,0.4,8.0
2021-02-06,siguajian,flower,0.4,10.0
2021-02-06,suizhou bubble green,flower,0.4375,8.0
2021-02-07,caidian quinoa artemisia,flower,0.39166666666666666,16.0
2021-02-07,fresh black fungus,mushroom,0.3,14.0
2021-02-07,haixian mushroom,mushroom,0.27999999999999997,14.0
2021-02-07,hua eggplant,solanum,0.64,12.0
2021-02-07,jigu mushroom,mushroom,0.3666666666666667,16.0
2021-02-07,pepper mix,capsicum,1.0,13.9
2021-02-07,radish leaves,flower,0.43333333333333335,8.0
2021-02-07,siguajian,flower,0.4000000000000001,10.0
2021-02-07,suizhou bubble green,flower,0.44666666666666666,6.0
2021-02-08,caidian quinoa artemisia,flower,0.5583333333333333,19.8
2021-02-08,fresh black fungus,mushroom,0.25,14.0
2021-02-08,haixian mushroom,mushroom,0.3333333333333333,14.0
2021-02-08,hua eggplant,solanum,0.72,12.0
2021-02-08,jigu mushroom,mushroom,0.25,16.0
2021-02-08,pepper mix,capsicum,1.0,13.9
2021-02-08,radish leaves,flower,0.42000000000000004,8.0
2021-02-08,siguajian,flower,0.4,10.0
2021-02-08,suizhou bubble green,flower,0.45,6.0
2021-02-09,fresh black fungus,mushroom,0.24,14.0
2021-02-09,haixian mushroom,mushroom,0.34285714285714286,16.0
2021-02-09,pepper mix,capsicum,1.1481481481481481,13.9
2021-02-09,purple cabbage,cabbage,0.75,12.0
2021-02-09,radish leaves,flower,0.47777777777777775,8.0
2021-02-09,siguajian,flower,0.4,10.0
2021-02-10,7 colour pepper,capsicum,0.3181818181818182,31.800000000000004
2021-02-10,bell pepper,capsicum,0.275,19.8
2021-02-10,caidian quinoa artemisia,flower,0.5054054054054054,23.8
2021-02-10,fresh black fungus,mushroom,0.2857142857142857,14.0
2021-02-10,green hangjiao,capsicum,0.5,23.8
2021-02-10,haixian mushroom,mushroom,0.39999999999999997,16.0
2021-02-10,pepper mix,capsicum,1.0,13.9
2021-02-10,radish leaves,flower,0.42500000000000004,8.0
2021-02-10,the red bell pepper,capsicum,0.3318181818181818,29.8
2021-02-13,7 colour pepper,capsicum,0.10000000000000002,31.8
2021-02-13,bell pepper,capsicum,0.30000000000000004,19.8
2021-02-13,caidian quinoa artemisia,flower,0.45,23.8
2021-02-13,fresh black fungus,mushroom,0.2,14.0
2021-02-13,the red bell pepper,capsicum,0.26,29.8
2021-02-14,7 colour pepper,capsicum,0.1,31.8
2021-02-14,bell pepper,capsicum,0.38181818181818183,24.163636363636364
2021-02-14,caidian quinoa artemisia,flower,0.41999999999999993,23.0
2021-02-14,fresh black fungus,mushroom,0.3,14.0
2021-02-14,green hangjiao,capsicum,0.4,23.8
2021-02-14,haixian mushroom,mushroom,0.275,16.0
2021-02-14,jigu mushroom,mushroom,0.3,18.0
2021-02-14,radish leaves,flower,0.4714285714285714,8.0
2021-02-14,suizhou bubble green,flower,0.42,6.0
2021-02-14,the red bell pepper,capsicum,0.25,29.8
2021-02-15,bell pepper,capsicum,0.3,25.8
2021-02-15,fresh black fungus,mushroom,0.22307692307692306,14.0
2021-02-15,haixian mushroom,mushroom,0.25,16.0
2021-02-15,jigu mushroom,mushroom,0.2285714285714286,18.0
2021-02-15,pepper mix,capsicum,1.0,13.9
2021-02-15,tremella,mushroom,1.0,5.9
2021-02-15,xiuzhen mushroom,mushroom,0.26,12.0
2021-02-16,caidian quinoa artemisia,flower,0.4375,19.8
2021-02-16,fresh black fungus,mushroom,0.32941176470588235,14.0
2021-02-16,haixian mushroom,mushroom,0.3833333333333333,16.0
2021-02-16,jigu mushroom,mushroom,0.21428571428571427,18.0
2021-02-16,pepper mix,capsicum,1.0,13.9
2021-02-16,xiuzhen mushroom,mushroom,0.24,12.0
2021-02-17,7 colour pepper,capsicum,0.2,39.8
2021-02-17,caidian quinoa artemisia,flower,0.35,19.8
2021-02-17,fresh black fungus,mushroom,0.31666666666666665,14.0
2021-02-17,haixian mushroom,mushroom,0.425,16.0
2021-02-17,jigu mushroom,mushroom,0.22000000000000003,18.0
2021-02-17,pepper mix,capsicum,1.0,13.9
2021-02-17,radish leaves,flower,0.5,8.0
2021-02-17,xiuzhen mushroom,mushroom,0.3,12.0
2021-02-18,caidian quinoa artemisia,flower,0.36,19.8
2021-02-18,fresh black fungus,mushroom,0.3,14.0
2021-02-18,haixian mushroom,mushroom,0.2333333333333333,16.0
2021-02-18,jigu mushroom,mushroom,0.16666666666666666,18.0
2021-02-18,pepper mix,capsicum,1.0,13.9
2021-02-18,the red bell pepper,capsicum,0.3333333333333333,29.8
2021-02-19,caidian quinoa artemisia,flower,0.46399999999999997,19.8
2021-02-19,fresh black fungus,mushroom,0.31428571428571433,14.0
2021-02-19,haixian mushroom,mushroom,0.35,16.0
2021-02-19,jigu mushroom,mushroom,0.2333333333333333,18.0
2021-02-19,pepper mix,capsicum,1.0,13.9
2021-02-19,white caitai,flower,0.7166666666666667,2.0
2021-02-20,caidian quinoa artemisia,flower,0.41785714285714287,19.8
2021-02-20,fresh black fungus,mushroom,0.3,14.0
2021-02-20,green hangjiao,capsicum,0.3,23.8
2021-02-20,haixian mushroom,mushroom,0.13333333333333333,16.0
2021-02-20,jigu mushroom,mushroom,0.18333333333333335,18.0
2021-02-20,pepper mix,capsicum,1.0,13.9
2021-02-21,caidian quinoa artemisia,flower,0.4117647058823529,16.0
2021-02-21,fresh black fungus,mushroom,0.3,14.0
2021-02-21,haixian mushroom,mushroom,0.24,16.0
2021-02-21,jigu mushroom,mushroom,0.19999999999999998,18.0
2021-02-21,pepper mix,capsicum,1.0,13.9
2021-02-21,suizhou bubble green,flower,0.5,6.0
2021-02-21,white caitai,flower,0.4222222222222223,2.0
2021-02-22,caidian quinoa artemisia,flower,0.275,16.0
2021-02-22,fresh black fungus,mushroom,0.3,14.0
2021-02-22,panax notoginseng,flower,0.2,12.0
2021-02-22,pepper mix,capsicum,1.0,13.9
2021-02-22,purple beicai,flower,0.3,19.8
2021-02-22,white caitai,flower,0.375,2.0
2021-02-23,caidian quinoa artemisia,flower,0.3346153846153846,16.0
2021-02-23,dalong eggplant,solanum,0.47333333333333333,10.0
2021-02-23,fresh black fungus,mushroom,0.26666666666666666,14.0
2021-02-23,jicai,flower,0.65,5.0
2021-02-23,panax notoginseng,flower,0.2,12.0
2021-02-23,pepper mix,capsicum,1.0,13.9
2021-02-23,red hot peppers,capsicum,0.1,33.8
2021-02-23,sichuan red cedar,flower,0.2,79.8
2021-02-23,white caitai,flower,0.5,2.6
2021-02-24,7 colour pepper,capsicum,0.3,33.8
2021-02-24,dalong eggplant,solanum,0.4857142857142857,10.0
2021-02-24,fresh black fungus,mushroom,0.3,14.0
2021-02-24,panax notoginseng,flower,0.2,12.0
2021-02-24,radish leaves,flower,0.325,4.0
2021-02-24,red hot peppers,capsicum,0.26666666666666666,33.8
2021-02-24,sichuan red cedar,flower,0.2,79.8
2021-02-24,the red bell pepper,capsicum,0.20000000000000004,23.8
2021-02-24,white caitai,flower,0.575,2.6
2021-02-25,dalong eggplant,solanum,0.4666666666666667,12.0
2021-02-25,fresh black fungus,mushroom,0.26,14.0
2021-02-25,jicai,flower,0.31666666666666665,5.0
2021-02-25,pepper mix,capsicum,1.0,13.9
2021-02-25,perilla,flower,0.15000000000000002,21.8
2021-02-25,purple beicai,flower,0.3,19.8
2021-02-25,red hot peppers,capsicum,0.25,33.8
2021-02-25,white caitai,flower,0.6028571428571429,2.6
2021-02-25,youcaitai,flower,0.2866666666666667,10.0
2021-02-26,dalong eggplant,solanum,0.5,12.0
2021-02-26,fresh black fungus,mushroom,0.26,14.0
2021-02-26,pepper mix,capsicum,1.0,13.9
2021-02-26,purple beicai,flower,0.18333333333333335,19.8
2021-02-26,red hot peppers,capsicum,0.2,33.8
2021-02-26,sichuan red cedar,flower,0.2,79.8
2021-02-26,white caitai,flower,0.8636363636363636,2.6
2021-02-27,caidian quinoa artemisia,flower,0.316,12.0
2021-02-27,dalong eggplant,solanum,0.4666666666666666,12.0
2021-02-27,fresh black fungus,mushroom,0.2,14.0
2021-02-27,pepper mix,capsicum,1.0,13.9
2021-02-27,sichuan red cedar,flower,0.16875,53.8
2021-02-27,white caitai,flower,0.5472222222222222,3.4
2021-02-28,dalong eggplant,solanum,0.4388888888888889,12.0
2021-02-28,fresh black fungus,mushroom,0.25,14.0
2021-02-28,pepper mix,capsicum,1.0,13.9
2021-02-28,radish leaves,flower,0.4428571428571429,5.0
2021-02-28,white caitai,flower,0.45,4.0
2021-03-01,7 colour pepper,capsicum,0.4,33.8
2021-03-01,bell pepper,capsicum,0.3,16.0
2021-03-01,caidian quinoa artemisia,flower,0.375,16.0
2021-03-01,dalong eggplant,solanum,0.44000000000000006,12.0
2021-03-01,fresh black fungus,mushroom,0.25,14.0
2021-03-01,jigu mushroom,mushroom,0.18333333333333335,18.0
2021-03-01,pepper mix,capsicum,1.0,13.9
2021-03-01,perilla,flower,0.2333333333333333,18.0
2021-03-01,radish leaves,flower,0.3333333333333333,5.0
2021-03-01,red hot peppers,capsicum,0.4,33.8
2021-03-01,sichuan red cedar,flower,0.26666666666666666,49.8
2021-03-01,white caitai,flower,0.5842105263157894,4.0
2021-03-02,caidian quinoa artemisia,flower,0.35454545454545455,16.0
2021-03-02,fresh black fungus,mushroom,0.24,14.0
2021-03-02,jigu mushroom,mushroom,0.2,18.0
2021-03-02,pepper mix,capsicum,1.0,13.9
2021-03-02,radish leaves,flower,0.32,5.0
2021-03-02,sichuan red cedar,flower,0.25,53.8
2021-03-02,suizhou bubble green,flower,0.385,6.0
2021-03-02,white caitai,flower,0.5357142857142857,4.0
2021-03-02,youcaitai,flower,0.5,10.0
2021-03-03,caidian quinoa artemisia,flower,0.5111111111111111,14.0
2021-03-03,dalong eggplant,solanum,0.43529411764705883,12.0
2021-03-03,fresh black fungus,mushroom,0.22000000000000003,14.0
2021-03-03,jigu mushroom,mushroom,0.20000000000000004,18.0
2021-03-03,niushou shengcai,flower,0.4461538461538461,5.0
2021-03-03,pepper mix,capsicum,1.0,13.9
2021-03-03,radish leaves,flower,0.4000000000000001,5.0
2021-03-03,sichuan red cedar,flower,0.2846153846153846,53.8
2021-03-03,white caitai,flower,0.6,4.0
2021-03-04,caidian quinoa artemisia,flower,0.37142857142857144,14.0
2021-03-04,dalong eggplant,solanum,0.35,12.0
2021-03-04,fresh black fungus,mushroom,0.24285714285714285,14.0
2021-03-04,jigu mushroom,mushroom,0.25,18.0
2021-03-04,niushou shengcai,flower,0.4829787234042553,3.3999999999999995
2021-03-04,pepper mix,capsicum,1.0,13.9
2021-03-04,radish leaves,flower,0.5,5.0
2021-03-04,sichuan red cedar,flower,0.25833333333333336,49.79999999999999
2021-03-04,the red bell pepper,capsicum,0.2,23.8
2021-03-04,white caitai,flower,0.556,3.4
2021-03-05,caidian quinoa artemisia,flower,0.36,14.0
2021-03-05,fresh black fungus,mushroom,0.2,14.0
2021-03-05,green caitai,flower,0.4608695652173913,3.0
2021-03-05,niushou shengcai,flower,0.40384615384615385,3.3999999999999995
2021-03-05,pepper mix,capsicum,1.0,13.9
2021-03-05,radish leaves,flower,0.4428571428571429,5.0
2021-03-05,sichuan red cedar,flower,0.64,49.8
2021-03-05,suizhou bubble green,flower,0.5538461538461539,3.0
2021-03-05,white caitai,flower,0.5900000000000001,3.4
2021-03-06,caidian quinoa artemisia,flower,0.33999999999999997,14.0
2021-03-06,fresh black fungus,mushroom,0.24285714285714285,14.0
2021-03-06,green caitai,flower,0.5076923076923078,3.0
2021-03-06,niushou shengcai,flower,0.3857142857142857,3.4
2021-03-06,pepper mix,capsicum,1.0,13.9
2021-03-06,perilla,flower,0.2,18.0
2021-03-06,radish leaves,flower,0.48333333333333334,5.0
2021-03-06,sichuan red cedar,flower,0.2833333333333333,53.79999999999999
2021-03-06,suizhou bubble green,flower,0.5096774193548387,3.0
2021-03-06,the red bell pepper,capsicum,0.2,27.8
2021-03-06,white caitai,flower,0.6071428571428571,3.4
2021-03-07,7 colour pepper,capsicum,0.1,29.8
2021-03-07,caidian quinoa artemisia,flower,0.38461538461538464,14.0
2021-03-07,fresh black fungus,mushroom,0.3,14.0
2021-03-07,green caitai,flower,0.516,3.0
2021-03-07,niushou shengcai,flower,0.39818181818181814,3.4
2021-03-07,panax notoginseng,flower,0.4000000000000001,14.0
2021-03-07,pepper mix,capsicum,1.0,13.9
2021-03-07,perilla,flower,0.16666666666666666,18.0
2021-03-07,purple beicai,flower,0.2,19.8
2021-03-07,radish leaves,flower,0.47777777777777775,5.0
2021-03-07,sichuan red cedar,flower,0.14444444444444446,55.8
2021-03-07,suizhou bubble green,flower,0.4095238095238095,3.0
2021-03-07,the red bell pepper,capsicum,0.2,27.8
2021-03-07,white caitai,flower,0.582051282051282,3.4
2021-03-08,caidian quinoa artemisia,flower,0.39999999999999997,14.0
2021-03-08,fresh black fungus,mushroom,0.225,14.0
2021-03-08,panax notoginseng,flower,0.4,14.0
2021-03-08,pepper mix,capsicum,1.0,13.9
2021-03-08,perilla,flower,0.20000000000000004,18.0
2021-03-08,purple beicai,flower,0.15000000000000002,19.8
2021-03-08,radish leaves,flower,0.6333333333333333,5.0
2021-03-08,sichuan red cedar,flower,0.3,55.79999999999999
2021-03-08,suizhou bubble green,flower,0.4421052631578948,3.0
2021-03-08,white caitai,flower,0.6346153846153846,3.3999999999999995
2021-03-09,caidian quinoa artemisia,flower,0.4166666666666667,14.0
2021-03-09,fresh black fungus,mushroom,0.2333333333333333,14.0
2021-03-09,machixian,flower,0.25,14.0
2021-03-09,niushou shengcai,flower,0.37777777777777777,3.4
2021-03-09,panax notoginseng,flower,0.19999999999999998,12.0
